City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Weather
688,Zavallya,UA,48.2135,30.0156,39.34,59,100,7.07,overcast clouds
689,Lock Haven,US,41.137,-77.4469,35.69,81,93,12.95,overcast clouds
690,Zirandaro,MX,18.45,-100.9833,101.34,17,0,3.09,clear sky
691,Dryden,CA,49.7833,-92.7503,10.69,44,0,18.41,clear sky
692,Jiuquan,CN,39.7432,98.5174,29.32,32,3,6.73,clear sky
693,Bereda,ES,43.2686,-7.5406,46.92,99,5,3.11,clear sky
694,Katsina,NG,12.9894,7.6006,69.44,14,0,9.01,clear sky
695,Boueni,YT,-12.9025,45.0761,80.58,76,100,5.73,overcast clouds
696,Grand Junction,US,39.0639,-108.5507,35.65,57,100,7.0,overcast clouds
697,Almaznyy,RU,48.0448,40.045,41.14,89,100,9.31,overcast clouds
698,Lasa,IT,46.6166,10.7002,34.7,88,29,7.05,scattered clouds
699,Hanzhong,CN,33.0728,107.0303,43.48,65,98,1.54,overcast clouds
700,Newport,GB,51.5877,-2.9984,42.91,86,13,4.61,few clouds
701,Ati,TD,13.2154,18.3353,71.29,13,6,11.9,clear sky
702,Manica,FR,49.0,-1.1667,36.81,90,3,2.35,clear sky
703,Gondar,ET,12.6,37.4667,62.2,32,98,5.26,overcast clouds
704,Morwell,AU,-38.2333,146.4,66.9,94,100,6.62,moderate rain
705,Sirsa,IN,29.5333,75.0167,60.57,60,97,13.73,overcast clouds
706,Corbita,RO,46.15,27.3,32.45,47,100,11.16,overcast clouds
707,Dingle,PH,10.9995,122.6711,73.35,91,87,8.77,overcast clouds
708,Menongue,AO,-14.6585,17.691,63.86,69,10,4.83,clear sky
709,Valparaiso,CL,-33.0393,-71.6273,80.83,46,0,13.8,clear sky
710,Andrews,US,32.3187,-102.5457,43.09,27,0,13.8,clear sky
711,Serik,TR,36.9169,31.0989,50.25,69,4,10.4,clear sky
712,Alberton,CA,46.8168,-64.0654,10.53,80,100,8.5,light snow
713,Sakakah,SA,29.9697,40.2064,56.77,50,0,7.99,clear sky
714,Buala,SB,-8.145,159.5921,83.07,79,100,8.21,light rain
715,Rundu,NA,-17.9333,19.7667,74.05,52,79,0.63,broken clouds
716,Filingue,NE,14.3521,3.3168,75.36,8,3,11.36,clear sky
717,Bhag,PK,29.0415,67.8239,70.03,19,4,0.16,clear sky
718,Thunder Bay,CA,48.4001,-89.3168,18.28,39,0,9.22,clear sky
719,Longhua,CN,23.6137,114.1919,51.33,89,1,1.81,clear sky
720,Saint-Francois,FR,46.4154,3.9054,34.68,83,0,2.3,clear sky
721,Norsup,VU,-16.0667,167.3833,81.5,79,100,1.48,moderate rain
722,Iquitos,PE,-3.7481,-73.2472,78.84,89,75,2.3,broken clouds
723,Shimoda,JP,34.6667,138.95,45.91,65,63,5.14,broken clouds
724,Taoudenni,ML,22.6783,-3.9836,84.2,10,53,7.56,broken clouds
725,Foumban,CM,5.7291,10.9001,69.44,22,0,2.95,clear sky
